"","hgnc_symbol","entrezgene","chromosome_name","start_position","end_position"
"2448","TNXB",7148,"HSCHR6_MHC_QBL",31966588,32011521
"2449","GTF2H4",2968,"HSCHR6_MHC_DBB",30866676,30872598
"2450","SYNPR",132204,"3",63213991,63602597
"2451","CNTROB",116840,"17",7835419,7853236
"2452","GPANK1",7918,"HSCHR6_MHC_COX",31616421,31621476
"2453","FLT3",2322,"13",28577411,28674729
"2454","RECQL5",9400,"17",73622925,73663269
"2455","NIF3L1",60491,"2",201754050,201768655
"2456","ARHGAP6",395,"X",11136239,11683821
"2457","ZBTB40",9923,"1",22778344,22857650
"2458","GPR141",353345,"7",37723399,37873390
"2459","MN1",4330,"22",28144265,28197486
"2460","RBM46",166863,"4",155702365,155749965
"2461","EXOC6B",23233,"2",72403113,73053170
"2462","TGFB1",7040,"19",41807492,41859816
"2463","XRCC5",7520,"2",216972187,217071026
"2464","UBA52",7311,"19",18682540,18688360
"2465","NME4",4833,"16",446725,460367
"2466","KIF2C",11004,"1",45205490,45233439
"2467","EHD4",30844,"15",42190950,42264776
"2468","EPDR1",54749,"7",37723446,37991543
"2469","SH3D19",152503,"4",152023903,152246784
"2470","CCNL1",57018,"3",156864297,156878549
"2471","ZMIZ1",57178,"10",80828792,81076276
"2472","PITPNB",23760,"22",28247657,28316122
"2473","COQ10A",93058,"12",56660642,56664750
"2474","SH2D3C",10044,"9",130500596,130541020
"2475","HLA-DPB1",3115,"HSCHR6_MHC_QBL",32972757,32984034
"2476","CDK12",51755,"17",37617764,37721160
"2477","ABCB7",22,"X",74273115,74376567
"2478","HAVCR1",26762,"5",156456424,156486130
"2479","GIN1",54826,"HG1063_PATCH",102421704,102455855
"2480","ARFGAP1",55738,"20",61904137,61921142
"2481","",NA,"8",142264664,142266916
"2482","MGMT",4255,"10",131265448,131566271
"2483","AMACR",23600,"5",33986283,34008220
"2484","CNGB3",54714,"8",87566205,87755903
"2485","",NA,"18",48494389,48584514
"2486","GPR20",2843,"8",142366600,142377367
"2487","CACNA1F",778,"X",49061523,49089833
"2488","NPY2R",4887,"4",156129781,156138230
"2489","",NA,"HSCHR6_MHC_MCF",33465695,33468861
"2490","CCDC97",90324,"19",41816094,41830788
"2491","NME8",51314,"7",37888199,37940003
"2492","TRIM61",391712,"4",165875598,165898820
"2493","LRRC46",90506,"17",45908993,45915079
"2494","SMARCA5",8467,"4",144434616,144478639
"2495","MAP3K5",4217,"6",136878185,137113656
"2496","PTP4A3",11156,"8",142402093,142441620
"2497","",NA,"15",96831280,96831660
"2498","UNC13C",440279,"15",54305101,54920806
"2499","FAM218A",152756,"4",165878100,165880273
"2500","SUMO4",387082,"6",149721495,149722177
"2501","ZNF517",340385,"8",146024261,146036554
"2502","PLEKHO1",51177,"1",150121373,150136916
"2503","NR2F2",7026,"15",96869167,96883492
"2504","SWAP70",23075,"11",9685624,9774538
"2505","TRIM60",166655,"4",165953105,165962896
"2506","NLRP7",199713,"19",55434877,55477680
"2507","IL5",3567,"5",131877136,131892530
"2508","DUSP8",101927562,"11",1575274,1593150
"2509","DUSP8",1850,"11",1575274,1593150
"2510","ELMOD1",643923,"11",107461817,107537505
"2511","ELMOD1",55531,"11",107461817,107537505
"2512","SMAD4",4089,"18",48494410,48611415
"2513","EIF1AD",84285,"11",65764016,65769647
"2514","STARD4",134429,"5",110831731,110848288
"2515","FOXD4L3",286380,"HG962_PATCH",70917783,70920000
"2516","CRLF1",9244,"19",18683030,18718551
"2517","CEACAM8",1088,"19",43084393,43099207
"2518","MAP9",79884,"4",156263810,156298122
"2519","TMEM192",201931,"4",165995574,166129701
"2520","DONSON",29980,"21",34931848,34961014
"2521","CHRNA1",1134,"2",175612320,175629200
"2522","DPP8",54878,"15",65734801,65810042
"2523","COX8A",1351,"11",63742079,63744015
"2524","ZC3H12D",340152,"6",149768794,149806197
"2525","TSEN2",80746,"3",12525931,12581122
"2526","FAHD2A",51011,"2",96068469,96082364
"2527","C6orf89",221477,"6",36839646,36896740
"2528","PROKR1",10887,"2",68870721,68882708
"2529","",NA,"15",96904487,96904900
"2530","CYP3A43",64816,"7",99425636,99463718
"2531","TRAF4",9618,"17",27071002,27077974
"2532","SPATA8",145946,"15",97326619,97328845
"2533","IPCEF1",26034,"6",154475631,154677926
"2534","",NA,"19",41856758,41930906
"2535","COL4A4",1286,"2",227867427,228028829
"2536","",NA,"11",63742092,63755818
"2537","DECR2",26063,"16",451826,462487
"2538","KRTAP5-1",387264,"11",1605572,1606513
"2539","AMELX",265,"X",11311533,11318881
"2540","PRDM9",56979,"5",23507264,23528706
"2541","KRTAP5-2",440021,"11",1618409,1619524
"2542","C4orf29",80167,"4",128886461,128960866
"2543","PSG3",5680,"19",43225790,43244721
"2544","PSG3",5671,"19",43225790,43244721
"2545","ZNF25",219749,"10",38238500,38265561
"2546","DENND2A",27147,"7",140218220,140373793
"2547","BLOC1S5-TXNDC5",NA,"6",7881755,8064597
"2548","PAN3",255967,"13",28712643,28869475
"2549","EHMT2",10919,"HSCHR6_MHC_SSTO",31839421,31849264
"2550","C19orf60",55049,"19",18699495,18703146
"2551","LEF1",51176,"4",108968701,109090112
"2552","TMEM199",100616388,"17",26684604,26708716
"2553","TMEM199",147007,"17",26684604,26708716
"2554","LINC00923",91948,"15",98285448,98417780
"2555","CDC5L",988,"6",44355262,44418163
"2556","ULK4",54986,"3",41288090,42003922
"2557","TMEM91",641649,"19",41856816,41889988
"2558","ARRDC4",91947,"15",98462784,98517068
"2559","CRHR1",1394,"17",43699267,43913194
"2560","EPHA8",2046,"1",22890057,22930087
"2561","PGM5",5239,"HG962_PATCH",70943224,71114201
"2562","CNTN6",27255,"3",1134260,1445901
"2563","RPS18",6222,"6",33239787,33244287
"2564","OTUB1",101927673,"11",63753325,63769283
"2565","OTUB1",55611,"11",63753325,63769283
"2566","TTC28",23331,"22",28374004,29075853
"2567","BANF1",8815,"11",65769550,65771620
"2568","PSMB9",5698,"HSCHR6_MHC_DBB",32789894,32825298
"2569","",NA,"2",23729913,23747214
"2570","PHACTR2",9749,"6",143857982,144152322
"2571","KLHL2",11275,"4",166128770,166244308
"2572","LAT",27040,"16",28996147,29002104
"2573","LURAP1",541468,"1",46669006,46686933
"2574","FBLN7",129804,"2",112895962,112945791
"2575","BLOC1S5",63915,"6",8013800,8064647
"2576","GOLGA8M",653720,"15",28947100,28983530
"2577","RSL24D1",51187,"15",55473004,55489265
"2578","",NA,"10",131308884,131309525
"2579","SUMO1",7341,"2",203070903,203103331
"2580","TMTC2",160335,"12",83080659,83528649
"2581","SBF2",81846,"11",9800214,10315754
"2582","MRPL27",51264,"17",48445218,48450575
"2583","FAM169B",283777,"15",98980391,99057611
"2584","LSM6",11157,"4",147096837,147121152
"2585","ATAD2B",54454,"2",23971534,24149984
"2586","TMEM59L",25789,"19",18718240,18731849
"2587","PLA2G4E",123745,"15",42273780,42343388
"2588","SLC44A4",80736,"HSCHR6_MHC_COX",31818512,31834373
"2589","MARCH10",162333,"17",60778675,60885705
"2590","EBF3",253738,"10",131633547,131762105
"2591","ARHGAP25",9938,"2",68906733,69053965
"2592","MEN1",4221,"11",64570982,64578766
"2593","MSL3",10943,"X",11776278,11793870
"2594","CST6",1474,"11",65779312,65780976
"2595","HAVCR2",84868,"5",156512843,156569880
"2596","KIF11",3832,"10",94353043,94415150
"2597","",NA,"14",96671181,96730266
"2598","RAD54L",8438,"1",46713360,46744145
"2599","AOC1",26,"7",150521715,150558592
"2600","",NA,"2",102508955,102511150
"2601","SCT",6343,"11",626431,627143
"2602","BDKRB1",623,"14",96722161,96735304
"2603","KCNJ16",3773,"17",68049570,68131749
"2604","CATSPER1",117144,"11",65784223,65793988
"2605","",NA,"21",34947431,34947645
"2606","",NA,"11",107462471,107463949
"2607","",NA,"21",34956993,35284635
"2608","KRTAP5-3",387266,"11",1628795,1629693
"2609","",NA,"14",96741383,96743060
"2610","IGF1R",3480,"15",99192200,99507759
"2611","SLN",6588,"11",107578104,107590419
"2612","",NA,"HSCHR6_MHC_DBB",30461233,30465132
"2613","DRD4",1815,"11",637293,640706
"2614","PHAX",51808,"5",125935960,125962944
"2615","IL1R2",7850,"2",102608306,102645006
"2616","CCDC141",285025,"2",179694484,179914813
"2617","PSG8",440533,"19",43256838,43359843
"2618","CCDC125",202243,"5",68576002,68628636
"2619","KRTAP5-4",387267,"11",1642188,1643368
"2620","KRTAP5-5",439915,"11",1651033,1652160
"2621","SEC23IP",11196,"10",121652223,121702014
"2622","",NA,"11",107582998,107595135
"2623","",NA,"11",107643129,107647344
"2624","",NA,"11",107650219,107652316
"2625","PPIL4",85313,"6",149825869,149867174
"2626","ATG2B",55102,"14",96747595,96830207
"2627","C17orf97",400566,"HG990_PATCH",260118,264367
"2628","KRTAP5-6",440023,"11",1718425,1718985
"2629","CCL4",6351,"17",34430983,34433014
"2630","APBA2",321,"15",29129629,29410518
"2631","TRIM43",653192,"2",96257766,96265526
"2632","TRIM43",129868,"2",96257766,96265526
"2633","IFITM10",402778,"11",1753640,1771821
"2634","ZNF33A",7581,"10",38299578,38354016
"2635","THAP11",57215,"16",67876213,67878097
"2636","FAM101B",359845,"HG990_PATCH",289769,295730
"2637","E2F3",1871,"6",20402398,20493941
"2638","CCDC138",165055,"2",109403213,109501933
"2639","PARP10",84875,"HG104_HG975_PATCH",145059323,145094942
"2640","PLA2G4D",283748,"15",42359207,42386752
"2641","ZNF7",7553,"8",146052849,146072894
"2642","GAL3ST3",89792,"11",65809423,65816651
"2643","RAB11FIP3",9727,"16",475619,573011
"2644","PPIP5K2",23262,"HG1063_PATCH",102455853,102538940
"2645","GLRX3",10539,"10",131934663,131982785
"2646","CDK9",1025,"9",130547958,130553066
"2647","SLC35F2",54733,"11",107661717,107799019
"2648","",NA,"4",147145709,147150208
"2649","",NA,"HSCHR6_MHC_QBL",32974007,32976386
"2650","RAB27A",5873,"15",55495164,55611311
"2651","CRYZL1",9946,"21",34961647,35016232
"2652","B3GALT4",8705,"6",33244917,33252609
"2653","ZYX",7791,"7",143078173,143088204
"2654","NUTF2",128322,"16",67880635,67906470
"2655","NUTF2",10204,"16",67880635,67906470
"2656","SEC24A",10802,"5",133984479,134063513
"2657","MPDZ",8777,"9",13105703,13279589
"2658","COL4A3",1285,"2",228029281,228179508
"2659","RAD50",10111,"5",131891711,131980313
"2660","NLRP2",55655,"19",55464498,55512510
"2661","DEAF1",101927373,"11",644233,706715
"2662","DEAF1",10522,"11",644233,706715
"2663","FLT1",2321,"13",28874489,29069265
"2664","TRIM42",287015,"3",140396881,140419992
"2665","KIAA1456",101927137,"8",12803151,12889012
"2666","KIAA1456",57604,"8",12803151,12889012
"2667","WDR46",9277,"6",33246885,33257304
"2668","LRFN2",57497,"6",40359325,40555204
"2669","GPR26",2849,"10",125425871,125454123
"2670","",259215,"6",31674681,31685695
"2671","SLC10A7",84068,"4",147175127,147443123
"2672","NEUROD2",4761,"17",37759789,37766030
"2673","ANKRD36C",NA,"2",96514587,96657541
"2674","SF3B2",10992,"11",65818200,65836779
"2675","MEX3C",51320,"18",48700920,48744674
"2676","",NA,"11",1768897,1780281
"2677","AP3M1",26985,"10",75881524,75910821
"2678","UNC5CL",222643,"6",40994772,41006928
"2679","C17orf89",284184,"17",79213039,79215081
"2680","B4GALNT2",124872,"17",47209822,47247351
"2681","EGFLAM",133584,"5",38258511,38465123
"2682","HLA-G",3135,"HSCHR6_MHC_QBL",29791932,29796106
"2683","KLHL26",55295,"19",18747775,18781309
"2684","GUCY1A3",2982,"4",156587863,156653501
"2685","TJAP1",93643,"6",43445261,43474294
"2686","CPXM2",119587,"10",125465723,125699783
"2687","",NA,"2",187361840,187365393
"2688","ZDHHC22",283576,"14",77597613,77609077
"2689","CTSD",1509,"11",1773982,1785222
"2690","LRRC41",10489,"1",46726868,46769280
"2691","",NA,"2",187367219,187367356
"2692","LY6G6E",NA,"6",31679548,31681842
"2693","GGA3",23163,"17",73232694,73258444
"2694","PIGB",9488,"15",55611158,55647846
"2695","EME1",146956,"17",48450581,48458844
"2696","SLC25A36",55186,"3",140660672,140698775
"2697","LY6G6D",259215,"6",31683133,31685581
"2698","LY6G6D",58530,"6",31683133,31685581
"2699","",NA,"14",77607026,77609339
"2700","C2",717,"HSCHR6_MHC_SSTO",31879619,31905301
"2701","ANP32E",81611,"1",150190717,150208504
"2702","C1QA",712,"1",22962999,22966101
"2703","ALK",238,"2",29415640,30144432
"2704","SNTN",132203,"3",63638344,63664696
"2705","TMEM104",54868,"17",72772622,72835918
"2706","CDK2",1017,"12",56360553,56366568
"2707","CNKSR3",154043,"6",154708638,154831793
"2708","PACRGL",133015,"4",20697905,20754530
"2709","ZNF334",55713,"20",45129701,45142198
"2710","NGB",58157,"14",77731826,77737655
"2711","C1QC",714,"1",22970123,22974603
"2712","PLA2G4F",255189,"15",42433332,42448839
"2713","EVI5L",115704,"19",7895119,7929862
"2714","C5orf17",NA,"5",23951457,24178372
"2715","CCDC142",84865,"2",74699113,74710535
"2716","FAM189A1",23359,"15",29412457,29862927
"2717","OPN1LW",5956,"X",153409698,153424507
"2718","PSG1",5669,"19",43370616,43383974
"2719","POU5F2",134187,"5",93070508,93077343
"2720","PRRT1",100507547,"HSCHR6_MHC_QBL",32073755,32079766
"2721","PRRT1",80863,"HSCHR6_MHC_QBL",32073755,32079766
"2722","CAPN15",6650,"16",577717,604636
"2723","HYI",81888,"1",43916824,43919660
"2724","OVCH1-AS1",NA,"12",29542227,29640421
"2725","HECTD1",25831,"14",31569318,31677010
"2726","SLC38A10",124565,"17",79218800,79269347
"2727","EDC4",23644,"16",67906926,67918406
"2728","C1QB",713,"1",22979255,22988031
"2729","",NA,"12",112191694,112229222
"2730","TEP1",7011,"14",20833826,20881588
"2731","PGPEP1L",145814,"15",99511459,99551024
"2732","CAMLG",819,"5",134074191,134087847
"2733","ITGAV",3685,"2",187454792,187545628
"2734","HLA-C",3107,"HSCHR6_MHC_COX",31227577,31230958
"2735","MACROD1",28992,"11",63766030,63933578
"2736","FGF3",2248,"HG536_PATCH",69624992,69633792
"2737","COL20A1",57642,"20",61924538,61966203
"2738","ROPN1L",83853,"5",10441636,10472141
"2739","RAB39A",54734,"11",107799229,107834208
"2740","",NA,"8",142524738,142528837
"2741","HADHB",3032,"2",26466038,26513336
"2742","KIAA0825",285600,"5",93488671,93954309
"2743","PEX5",5830,"12",7341281,7371170
"2744","VSIG10",101928274,"12",118501398,118573831
"2745","VSIG10",54621,"12",118501398,118573831
"2746","NDNL2",56160,"15",29560353,29562033
"2747","AKAP12",9590,"6",151561134,151679692
"2748","KIAA2018",205717,"3",113367232,113415493
"2749","CCDC7",79741,"10",32735068,32863492
"2750","FNDC3B",101928615,"3",171757418,172119455
"2751","FNDC3B",64778,"3",171757418,172119455
"2752","",NA,"2",203104292,203104435
"2753","NFASC",23114,"1",204797779,204991950
"2754","ZC3H8",84524,"2",112969102,113012713
"2755","UQCRH",440567,"1",46769303,46782448
"2756","UQCRH",7388,"1",46769303,46782448
"2757","ALDH2",217,"12",112204691,112247782
"2758","SERAC1",84947,"6",158530536,158589312
"2759","MSMO1",6307,"4",166248775,166264312
"2760","DLC1",10395,"8",12940870,13373167
"2761","GBA",2629,"HSCHR1_2_CTG31",155219647,155229865
"2762","VTN",645832,"17",26691290,26700110
"2763","VTN",7448,"17",26691290,26700110
"2764","SEBOX",645832,"17",26691290,26700110
"2765","SEBOX",7448,"17",26691290,26700110
"2766","SYNM",23336,"15",99638420,99675798
"2767","POMT2",29954,"14",77741299,77787227
"2768","C16orf11",146325,"16",610422,615528
"2769","TSNARE1",203062,"8",143293441,143484601
"2770","CD109",135228,"6",74405508,74538040
"2771","CCPG1",9236,"15",55632230,55700708
"2772","STRN4",29888,"19",47222764,47250251
"2773","NOP58",51602,"2",203130439,203168389
"2774","CNTN4",152330,"3",2140497,3099645
"2775","NAA50",80218,"3",113435307,113465147
"2776","PANK2",80025,"20",3869486,3907605
"2777","EEF1E1-BLOC1S5",NA,"6",8015959,8102763
"2778","PRSS48",345062,"4",152198323,152212605
"2779","EPHB2",2048,"1",23037332,23241818
"2780","OR9Q1",219956,"11",57791353,57949088
"2781","",NA,"16",29049923,29064047
"2782","LARP1B",55132,"4",128982423,129144086
"2783","EEF1E1",9521,"6",8073593,8102811
"2784","NSUN4",387338,"1",46805849,46830824
"2785","KCNH2",3757,"7",150642049,150675403
"2786","FRMPD4",9758,"X",12156585,12742642
"2787","GRIP1",23426,"12",66741211,67197966
"2788","",80164,"19",7933605,7939326
"2789","GP6",51206,"19",55525073,55549632
"2790","AKAP10",11216,"17",19807615,19881656
"2791","B9D2",80776,"19",41860326,41870078
"2792","SCAMP1",9522,"5",77656339,77776562
"2793","SPR",6697,"2",73114489,73119287
"2794","ALB",213,"4",74262831,74287129
"2795","VWA2",340706,"10",115999018,116051272
"2796","OCSTAMP",128506,"20",45169585,45179213
"2797","C5orf48",389320,"5",125967414,125971979
"2798","PIGQ",9091,"16",616995,634136
"2799","RPS8",94163,"1",45240923,45244451
"2800","RPS8",26811,"1",45240923,45244451
"2801","RPS8",6202,"1",45240923,45244451
"2802","NPIPB11",728888,"16",29392675,29415350
"2803","HLA-A",3105,"HSCHR6_MHC_QBL",29898417,29903057
"2804","ZBTB2",57621,"6",151685252,151712683
"2805","UTY",7404,"Y",15360259,15592553
"2806","FAM160A1",729830,"4",152330368,152584784
"2807","",552900,"16",29454551,29465972
"2808","FPGS",2356,"9",130556876,130576606
"2809","POMP",51371,"13",29233241,29253062
"2810","",NA,"11",65834748,65837090
"2811","CDKAL1",54901,"6",20534688,21232635
"2812","PRPS2",5634,"X",12809474,12842341
"2813","TJP1",7082,"15",29991571,30261068
"2814","MED7",9443,"5",156564423,156586030
"2815","P2RX7",5027,"12",121570622,121623876
"2816","LRRC8E",80131,"19",7953390,7966901
"2817","",NA,"5",10505108,10522196
"2818","FLRT1",23769,"11",63870660,63886645
"2819","C17orf58",284018,"17",65987217,65989765
"2820","CHN1",1123,"2",175664091,175870097
"2821","C6orf25",80739,"6",31686371,31694491
"2822","RMND1",55005,"6",151725989,151773259
"2823","KCNQ4",9132,"1",41249684,41306124
"2824","TEX28P2",101060234,"X",153424682,153445634
"2825","TEX28P2",1527,"X",153424682,153445634
"2826","FAAH",2166,"1",46859937,46879520
"2827","BCKDHA",593,"19",41884215,41930910
"2828","BOLA2",654483,"16",29464914,29466285
"2829","BOLA2",552900,"16",29464914,29466285
"2830","SLC46A3",283537,"13",29274201,29293107
"2831","PACS1",55690,"11",65837834,66012218
"2832","C15orf65",145788,"15",55700746,55710962
"2833","TANC2",26115,"17",61086917,61505060
"2834","LMNB1",4001,"5",126112315,126172712
"2835","ITK",3702,"5",156569944,156682201
"2836","PPT2",80864,"HSCHR6_MHC_QBL",32078834,32089078
"2837","PPT2",9374,"HSCHR6_MHC_QBL",32078834,32089078
"2838","C8orf86",389649,"8",38368352,38386180
"2839","PNPLA8",50640,"7",108110866,108210110
"2840","",NA,"19",7963689,7968427
"2841","PEX7",5191,"6",137143717,137235075
"2842","ANKRD33B",651746,"5",10564442,10650308
"2843","STIP1",10963,"11",63952744,63972015
"2844","OR6Q1",219952,"11",57798402,57799403
"2845","CA14",23632,"1",150229554,150237478
"2846","OR9I1",219954,"11",57885972,57886916
"2847","GNL1",2794,"HSCHR6_MHC_DBB",30499388,30515186
"2848","RNF24",11237,"20",3907956,3996229
"2849","RASGRF2",5924,"5",80256491,80525975
"2850","OR9Q2",219957,"11",57957906,57958990
"2851","SESTD1",91404,"2",179966419,180129517
"2852","SLC13A3",64849,"20",45186463,45304714
"2853","HHEX",3087,"10",94447945,94455403
"2854","OR1S2",219958,"11",57970674,57971653
"2855","ZNF37A",101929740,"10",38383264,38414472
"2856","ZNF37A",7587,"10",38383264,38414472
"2857","EPS8L2",64787,"11",694438,727727
"2858","MAP2K7",5609,"19",7968728,7979363
"2859","OR1S1",219959,"11",57982217,57983195
"2860","SFRP4",6424,"7",37945543,38065297
"2861","DYX1C1",161582,"15",55702723,55800432
"2862","ATP2A2",488,"12",110718561,110788898
"2863","OR10Q1",219960,"11",57995354,57996390
"2864","FAM189B",10712,"HSCHR1_2_CTG31",155232400,155240678
"2865","IL17A",3605,"6",52051185,52055436
"2866","OR10W1",81341,"11",58034264,58035732
